0pp0;Name;GraveNo;Enclosure Type;LaborAssessment;Burial No;Extra skeletal remains?;Notes on burial;Assemblage?;AnimalRemains;Lithics;HMPottery;Storage;FineVessels;DrinkingCups;Jewellery;Weapons;SpecialFinds;Imports;Grave Rank symbols;StartDate;Enddate;Chronology rating;;;;;;;;;
1585;Mound 85;4;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;fragments;1 urn;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-1300;-1100;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1586;Mound 3;1;stone circle;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;2 vessels;;;;1 bronze coin - III cent AD;;1 - One or two status symbols (ochre, personal jewellery);200;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1586;Mound 3;2;stone circle;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;1 glass unguentarium;;1 string of glass beads;;;;1 - One or two status symbols (ochre, personal jewellery);200;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1587;no name;1;Dolmen;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );no human remains;;looted;N;;;fragments;;;;;;;;not available;-800;-500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1588;Sechena mogila;1;Cist grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);no human remains;;looted;N ;;;;;fragments;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1589;no name;1;Funeral pyre in a pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;8 ceramic vessels;;;;1 bronze coin - Trajan;;1 - One or two status symbols (ochre, personal jewellery);100;150;2 - specialist consulted on a single item;;;;;;;;;
1589;no name;2;Funeral pyre in a pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;(?) ceramic vessels;;;;;;1 - One or two status symbols (ochre, personal jewellery);100;150;2 - specialist consulted on a single item;;;;;;;;;
1590;Mound 2-3;1;Funeral pyre in a pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;"1 jug; 1 oinochoe; 2 glass unguentaria";1 cup;;;1 bronze coin;;1 - One or two status symbols (ochre, personal jewellery);100;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1590;Mound 2-3;2;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;;1 oil lamp;;;;;;0 - No symbols of status present;100;300;;;;;;;;;;
1590;Mound 2-3;2;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );2;;;N;;;;;;;;;;;0 - No symbols of status present;100;300;;;;;;;;;;
1591;Mound 4;1;Funeral pyre in a pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;no data;;;;;;;;;;;not available;100;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1593;Mound 3;1;Funeral pyre;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;(?) ceramic vessels;;;;(?) bronze coins;;1 - One or two status symbols (ochre, personal jewellery);350;400;2 - specialist consulted on a single item;;;;;;;;;
1594;Mound 6;1;Funeral pyre;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;(?) ceramic vessels;;;;(?) bronze coins;;1 - One or two status symbols (ochre, personal jewellery);350;400;2 - specialist consulted on a single item;;;;;;;;;
1595;Mound 10;1;stone platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;no data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-600;-500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1595;Mound 10;1;stone platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);2;;;no data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-600;-500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1595;Mound 10;2;Funeral pyre;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-600;-500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1595;Mound 10;3;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-600;-500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1596;Mound 11;1;stone platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;no data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-600;-500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1596;Mound 11;1;stone platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);2;;;no data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-600;-500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1596;Mound 11;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;1 bronze fibula;;;;1 - One or two status symbols (ochre, personal jewellery);-400;-300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1597;Mound 78;1;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;ceramic vessel(s);;;;;;;;0 - No symbols of status present;-1300;-1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1597;Mound 78;2;stone platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-900;-800;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1597;Mound 78;2;stone platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);2;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-900;-800;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1597;Mound 78;2;stone platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);3;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-900;-800;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1597;Mound 78;2;stone platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);4;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-900;-800;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1597;Mound 78;2;stone platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);5;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-900;-800;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1597;Mound 78;2;stone platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);6;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-900;-800;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1597;Mound 78;2;stone platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);7;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-900;-800;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1598;Mound 84;1;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;ceramic vessel(s);;;;;;;;0 - No symbols of status present;-1300;-1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1598;Mound 84;2;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;ceramic vessel(s);;;;;;;;0 - No symbols of status present;-1300;-1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1598;Mound 84;3;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;ceramic vessel(s);;;;;;;;0 - No symbols of status present;-1300;-1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1598;Mound 84;4;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;ceramic vessel(s);;;;;;;;0 - No symbols of status present;-1300;-1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;1;Simple pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;2;Simple pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;3;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;4;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;5;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;6;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;7;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;8;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;9;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;10;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;11;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;12;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;13;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;14;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;15;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;16;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;17;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;18;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;19;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;20;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;21;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;22;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;23;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;24;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;25;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;26;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;27;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;28;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;29;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;30;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;31;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;32;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;33;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;34;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;35;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;36;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;37;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;38;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;39;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;40;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;41;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;42;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;43;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;44;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;45;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;46;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;47;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;48;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;49;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;50;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;51;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;52;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;53;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;54;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;55;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;56;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;57;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;58;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;59;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;60;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;61;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;62;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;63;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;64;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;65;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;66;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;67;stone lined grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;1 glass unguentarium;;"1 golden necklace with gems; 1 golden ring; 1 bronze fibula";;;;1.5 - to be filled out by Stoyan;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1599;Mound 1;68;stone mound;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;primary burial;Y;Y - horse skeleton;;;;;;1 silver fibula;;1 bimetal briddle;;1.5 - to be filled out by Stoyan;-500;-350;2 - specialist consulted on a single item;;;;;;;;;
1600;Mound 2;1;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;"3 copper bracelets; several thousand glass beads from a string.";;Traces of goldthreaded cloth;;1.5 - to be filled out by Stoyan;1150;1250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1600;Mound 2;2;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;1 urn;;;;2 bronze fibula;;"6 ""cult"" clay objects";;1 - One or two status symbols (ochre, personal jewellery);-500;-400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;1;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;2;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;3;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;4;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;5;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;6;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;7;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;8;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;9;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;10;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;11;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;12;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;13;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;14;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;15;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;16;no data available;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1601;Padarskata mogila;17;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;primary;no data;Y;;;;;;;;;;not available;-300;0;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1602;Mound 11;1;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y (from both graves);;;;;"1 jug; fragments of glass vessels";;2 golden earring;;"1 silver pyxis; 1 bronze coin";;not available;100;200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1602;Mound 11;2;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;;;;;;;not available;100;200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1603;Mound 1;1;stone circle;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-600;-400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1604;Mound 2;1;stone circle;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-600;-400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1606;Mound 4;1;Pyre Platform;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-600;-400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
